key,namespace_l2,locale_count,sample_value,locales
dash.operations.super.badgeClaim,dash.operations,12,Claim,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.badgeSettled,dash.operations,12,Settled,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.badgeSlaDelay,dash.operations,12,SLA Delay,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.btnDetail,dash.operations,12,Detail,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelChannel,dash.operations,12,Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelProduct,dash.operations,12,Product,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelQty,dash.operations,12,Quantity,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelTotal,dash.operations,12,Total,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelCarrier,dash.operations,12,Carrier,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelTrackNo,dash.operations,12,Tracking No.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelOrderDate,dash.operations,12,Order Date,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.labelWarehouse,dash.operations,12,Warehouse,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settleColChannel,dash.operations,12,Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settleColPeriod,dash.operations,12,Period,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settleColGross,dash.operations,12,Gross Sales,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settleColNet,dash.operations,12,Net Payout,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.intlColCountry,dash.operations,12,Country,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimCancel,dash.operations,12,Cancel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimExchange,dash.operations,12,Exchange,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimRefund,dash.operations,12,Refund,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimStatusReceived,dash.operations,12,Received,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimStatusProcessing,dash.operations,12,Processing,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimStatusDone,dash.operations,12,Done,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.claimStatusRejected,dash.operations,12,Rejected,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settingsAutoCollect,dash.operations,12,Auto Collection,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.settingsNotification,dash.operations,12,Notification Settings,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.routingNoRules,dash.operations,12,No routing rules found. Please add a rule.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
dash.operations.super.b2bSku,dash.operations,12, types,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
topbar.searchPlaceholder,topbar.searchPlaceholder,12,"Search help... (e.g. ROAS, inventory, API key)","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.desc,acctPerf.desc,12,Compare campaign performance of the exact same product and channel across differ,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.integrated,acctPerf.integrated,12,Integrated Performance Overview,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.breakdown,acctPerf.breakdown,12,Performance Breakdown by Team / Account,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.metaUs,acctPerf.metaUs,12,[US Team] Target: Customer Acquisition. Recommendation: Higher CPA is acceptable,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.metaJp,acctPerf.metaJp,12,[Japan Team] Target: ROAS Optimization. Recommendation: ROAS is strong (4.50x). ,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_1.cat_platform,_marketing_1.cat_platform,12,Platform & Software,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_travel,creativeStudio.cat_travel,12,Travel & Accommodation,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_travel_desc,creativeStudio.cat_travel_desc,12,"Travel packages, hotels, flights, tours, and leisure services.","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_digital,creativeStudio.cat_digital,12,Digital & Apps,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_digital_desc,creativeStudio.cat_digital_desc,12,"SaaS services, mobile apps, digital content, subscription services.","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_platform,creativeStudio.cat_platform,12,Platform & Software,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
creativeStudio.cat_platform_desc,creativeStudio.cat_platform_desc,12,"SaaS/PaaS/IaaS platforms, enterprise software, API products, B2B solutions.","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.budgetTrackSub,_marketing_2.budgetTrackSub,12,Daily/Monthly spend trends and burn rates by media,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgTableCampaign,_marketing_2.bgTableCampaign,12,Campaign Budget vs ROI Detailed Tracking,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
Alert.Running,Alert.Running,12,Mock data mode. You are currently experiencing the virtual .,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.daySun,crm.contentCal,12,Sun,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.dayMon,crm.contentCal,12,Mon,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.dayTue,crm.contentCal,12,Tue,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.dayWed,crm.contentCal,12,Wed,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.dayThu,crm.contentCal,12,Thu,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.dayFri,crm.contentCal,12,Fri,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.daySat,crm.contentCal,12,Sat,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideAiDesc,crm.contentCal,12,"AI scores/grades, commission optimization","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.slackWebhookLabel,crm.contentCal,12,Slack Webhook URL,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.guideFeedName,crm.contentCal,12,Review Feed,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.heroDesc,crm.contentCal,12,"Manage SMS/LMS campaigns with NHN Cloud, Aligo, CoolSMS integration.","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.pageSub,crm.contentCal,12,SMS/MMS bulk messaging management,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.buyNow,crm.contentCal,12,Buy Now,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.linkUrlDesc,crm.contentCal,12,User will be redirected to this URL on CTA click.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.platformKakao,crm.contentCal,12,Kakao Channel,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.colViews,crm.contentCal,12,Views,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.settingGdpr,crm.contentCal,12,GDPR Compliance,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.webPopup.pageTitle,crm.contentCal,12,Web Popup Manager,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.badgeProInteg,crm.contentCal,12,Pro API Integration,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.autoSyncActive,crm.contentCal,12,Auto-Sync Active,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colRevenue,crm.contentCal,12,Revenue,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.invColWarehouse,crm.contentCal,12,Warehouse,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colId,crm.contentCal,12,ID,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colSku,crm.contentCal,12,SKU,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colVatTax,crm.contentCal,12,VAT/Tax,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colQuantity,crm.contentCal,12,Qty,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.colWarehouse,crm.contentCal,12,Warehouse,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.omniChannel.pageSub,crm.contentCal,12,Unified sales channel management,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideIdentDesc,crm.contentCal,12,"Multi-platform identity, duplicate detection","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideContractDesc,crm.contentCal,12,"Fixed/performance fees, rights scope, e-Sign","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideSettleDesc,crm.contentCal,12,"Auto-settlement, overpayment detection","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideRoiDesc,crm.contentCal,12,"Per-creator ROI, high-view/low-sale analysis","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.guideUgcDesc,crm.contentCal,12,"Sentiment analysis, negative keywords","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.negKeywordAlert,crm.contentCal,12,Auto Slack #cs-alerts on negative keyword surge,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiEvalTitle,crm.contentCal,12,AI Influencer Comprehensive Evaluation,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiAnalyzing,crm.contentCal,12,Claude AI is analyzing creator data...,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiStartMsg,crm.contentCal,12,Click 'Run AI Evaluation' button above to start analysis.,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRankingDesc,crm.contentCal,12,"Click a row to view detailed scores, commission recommendations, and renewal adv","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiCommissionRec,crm.contentCal,12,AI Optimal Commission Recommendation,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.highViewLowSale,crm.contentCal,12,High Views / Low Sales Analysis,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.aiRankingSub,crm.contentCal,12,"Click a row for score details, commission recs, and renewal advice","en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.catGeneral,crm.contentCal,12,General,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.tfBody,crm.contentCal,12,HTML Body,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.email.kpiEmails,crm.contentCal,12,Total Emails,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.crm.page,crm.contentCal,12,Page,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.nextPage,crm.contentCal,12,Next Page,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.daySun,crm.contentCal,12,Sun,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.dayMon,crm.contentCal,12,Mon,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.dayTue,crm.contentCal,12,Tue,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.dayWed,crm.contentCal,12,Wed,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.dayThu,crm.contentCal,12,Thu,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.dayFri,crm.contentCal,12,Fri,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.daySat,crm.contentCal,12,Sat,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthJan,crm.contentCal,12,January,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthFeb,crm.contentCal,12,February,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthMar,crm.contentCal,12,March,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthApr,crm.contentCal,12,April,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthMay,crm.contentCal,12,May,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthJun,crm.contentCal,12,June,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthJul,crm.contentCal,12,July,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthAug,crm.contentCal,12,August,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthSep,crm.contentCal,12,September,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.monthOct,crm.contentCal,12,October,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
