key,namespace_l2,value,locale_count,locales
crm.contentCal.alertAuto.noRulesDesc,crm.contentCal,No Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.condLabel,crm.contentCal,Cond Label,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.active,crm.contentCal,Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.paused,crm.contentCal,Paused,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.totalAlerts,crm.contentCal,Total Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.successAlerts,crm.contentCal,Success Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.warnAlerts,crm.contentCal,Warn Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.errorAlerts,crm.contentCal,Error Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.unreadCount,crm.contentCal,Unread Count,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.markAllRead,crm.contentCal,Mark All Read,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.noAlerts,crm.contentCal,No Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.noAlertsDesc,crm.contentCal,No Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.firedTotal,crm.contentCal,Fired Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.noFired,crm.contentCal,No Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.noFiredDesc,crm.contentCal,No Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.colRule,crm.contentCal,Rule,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.colAction,crm.contentCal,Action,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.colTime,crm.contentCal,Time,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.colResult,crm.contentCal,Result,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.channelConfig,crm.contentCal,Channel Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.notConnected,crm.contentCal,Not Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.connect,crm.contentCal,Connect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.scheduleConfig,crm.contentCal,Schedule Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.activeHours,crm.contentCal,Active Hours,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.frequency,crm.contentCal,Frequency,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.freqValue,crm.contentCal,Freq Value,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.cooldown,crm.contentCal,Cooldown,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.cooldownValue,crm.contentCal,Cooldown Value,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.crossTabSync,crm.contentCal,Cross Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.crossTabFire,crm.contentCal,Cross Fire,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabRules,crm.contentCal,Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabRulesDesc,crm.contentCal,Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabHistory,crm.contentCal,History,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabHistoryDesc,crm.contentCal,History,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabFired,crm.contentCal,Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabFiredDesc,crm.contentCal,Fired,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabSettings,crm.contentCal,Settings,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.tabSettingsDesc,crm.contentCal,Settings,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.demoBanner,crm.contentCal,Demo Banner,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.demoBannerDesc,crm.contentCal,Demo Banner,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.upgradeBtn,crm.contentCal,Upgrade,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.badgeAlerts,crm.contentCal,Badge Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.badgeRulesSync,crm.contentCal,Badge Rules Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.badgeRealtime,crm.contentCal,Badge Realtime,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.alertAuto.badgeSecurity,crm.contentCal,Badge Security,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabApiKey,crm.contentCal,API Key,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabSmartConnect,crm.contentCal,Smart Connect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabDW,crm.contentCal,Data Warehouse,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabDwDesc,crm.contentCal,DW Integration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabEvents,crm.contentCal,Events,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabEventsDesc,crm.contentCal,Event Log,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabMember,crm.contentCal,Member,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.tabMemberDesc,crm.contentCal,Member Mgmt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.chSearch,crm.contentCal,Search channels...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.groupCount,crm.contentCal,connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.loadingCreds,crm.contentCal,Loading credentials...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.noSearchResult,crm.contentCal,No results found,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.regCh,crm.contentCal,Registered,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.connOk,crm.contentCal,Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.totalKeys,crm.contentCal,Total Keys,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.suppCh,crm.contentCal,Supported,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.freeBannerTitle,crm.contentCal,Free Plan Limitation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpTitle,crm.contentCal,API Key Management,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpDesc,crm.contentCal,Channel API Keys,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpConnInfo,crm.contentCal,License Key Mgmt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpCh1,crm.contentCal,Free plan has,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpCh2,crm.contentCal, limited API key access.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpCh3,crm.contentCal,Upgrade to Pro to ,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpCh4,crm.contentCal,connect all channels,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpCh5,crm.contentCal, instantly.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpSecurity,crm.contentCal,Security,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpConnTest,crm.contentCal,Connection Test,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpChAdd,crm.contentCal,Add Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.helpChAddDesc,crm.contentCal,Add new channels by category.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.credTitle,crm.contentCal,Credential Management,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.credCount,crm.contentCal,registered,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.deleteConfirm,crm.contentCal,Delete this credential?,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.saving,crm.contentCal,Saving...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.saveDone,crm.contentCal,Saved,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.cancel,crm.contentCal,Cancel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.testBtn,crm.contentCal,Test Connection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.testing,crm.contentCal,Testing...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.editBtn,crm.contentCal,Edit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.typeText,crm.contentCal,Text,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.typePassword,crm.contentCal,Password,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusConnected,crm.contentCal,Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusError,crm.contentCal,Error,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.statusNotTested,crm.contentCal,Not Tested,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.existingBadge,crm.contentCal,Registered,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.overwritePh,crm.contentCal,Overwrite with new value...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChTitle,crm.contentCal,Add Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChDesc,crm.contentCal,Add a new channel.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChGroup,crm.contentCal,Group,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChColor,crm.contentCal,Color,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChFields,crm.contentCal,Auth Fields,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addChBtn,crm.contentCal,Add,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addingCh,crm.contentCal,Adding...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.chNameLabel,crm.contentCal,Channel Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.chNamePh,crm.contentCal,e.g. My Custom Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.addField,crm.contentCal,Add Field,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.fieldKey,crm.contentCal,Field Key,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.fieldLabel,crm.contentCal,Field Label,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.noChannels,crm.contentCal,No channels registered.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scTitle,crm.contentCal,SmartConnect AI,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scSubtitle,crm.contentCal,Auto Integration Engine,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scAllCh,crm.contentCal,All Channels,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scTotalCh,crm.contentCal,Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFilterAll,crm.contentCal,All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFilterFound,crm.contentCal,Key Found,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFilterLinked,crm.contentCal,Linked,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFilterMissing,crm.contentCal,Missing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFilterApplied,crm.contentCal,Applied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scKeyFound,crm.contentCal,Key Found,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scKeyMissing,crm.contentCal,Key Missing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scKeyStatus,crm.contentCal,Key Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scIntActive,crm.contentCal,Integration Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scNoResult,crm.contentCal,No results,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApplied,crm.contentCal,Applied,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApplyFail,crm.contentCal,Application Failed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApplying,crm.contentCal,Applying...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scAutoApply,crm.contentCal,Auto Apply,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scAutoLink,crm.contentCal,Auto Link,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scIssueReq,crm.contentCal,Issue Request,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scOAuthSteps,crm.contentCal,OAuth Steps,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApplyTitle,crm.contentCal,API Key Application,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApiTitle,crm.contentCal,Direct API Key Registration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scApiSteps,crm.contentCal,Registration Steps,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scSubmitApply,crm.contentCal,Submit Application,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scSubmitting,crm.contentCal,Submitting...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFieldName,crm.contentCal,Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scFieldEmail,crm.contentCal,Email,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scVerifyInfo,crm.contentCal,Verify Info,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scAutoGuideTitle,crm.contentCal,Auto Integration Guide,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.scanAll,crm.contentCal,Scan All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.linkAllBtn,crm.contentCal,Link All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.registerBtn,crm.contentCal,Register,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoSync,crm.contentCal,Auto Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoReg,crm.contentCal,Auto Register,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applyField1,crm.contentCal,Applicant Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applyField1Ph,crm.contentCal,John Doe,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applyField2,crm.contentCal,Email,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applyField3,crm.contentCal,Business Number,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applyAgreement,crm.contentCal,I agree to Terms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.applySubmit,crm.contentCal,Apply,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.apiRegister,crm.contentCal,API Register,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.intActive,crm.contentCal,Active,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.intActiveStatus,crm.contentCal,Active Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.intProgress,crm.contentCal,Progress,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.allDone,crm.contentCal,All Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.autoApply,crm.contentCal,Auto Apply,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.pipeDone,crm.contentCal,Pipeline Done,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.pipeRunning,crm.contentCal,Pipeline Running,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwConnect,crm.contentCal,Connect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwDisconn,crm.contentCal,Disconnected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwDisconnect,crm.contentCal,Disconnected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwDisconnBtn,crm.contentCal,Disconnect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwSchedule,crm.contentCal,Schedule,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwSyncing,crm.contentCal,Syncing...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwSyncSch,crm.contentCal,Sync Schedule,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwConnDesc,crm.contentCal,Manage DW connection info.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwConnPrompt,crm.contentCal,Click connect to start.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwPipeline,crm.contentCal,Pipeline,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwRtCdc,crm.contentCal,Real-time CDC,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwAutoSchema,crm.contentCal,Auto Schema,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwE2E,crm.contentCal,End-to-End,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFlexSch,crm.contentCal,Flexible Schedule,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwCostOpt,crm.contentCal,Cost Optimization,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwArchTitle,crm.contentCal,Data Architecture,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwAdPlat,crm.contentCal,Ad Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwCommerce,crm.contentCal,Commerce,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwCrm,crm.contentCal,CRM,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwAnalytics,crm.contentCal,Analytics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwBqFeat1,crm.contentCal,BigQuery ML Support,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwBqFeat2,crm.contentCal,Real-time Streaming Insert,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwBqFeat3,crm.contentCal,Auto Schema Detection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeat1,crm.contentCal,Large-scale Data Processing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeat2,crm.contentCal,Real-time Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeat3,crm.contentCal,Auto Schema Mapping,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeat4,crm.contentCal,Cost Optimization,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeat5,crm.contentCal,Multi-region Support,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeatureAutoScale,crm.contentCal,Auto Scaling,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeatureAutoWLM,crm.contentCal,Auto Workload Mgmt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeatureMLflow,crm.contentCal,ML Flow Integration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeatureSpectrum,crm.contentCal,Spectrum Support,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.dwFeatureUnity,crm.contentCal,Unity Catalog,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.bulkTitle,crm.contentCal,Bulk Import,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.importBtn,crm.contentCal,Import,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.csvFormat,crm.contentCal,CSV Format,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.jsonFormat,crm.contentCal,JSON Format,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.efWebhookConfig,crm.contentCal,Webhook Config,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.efRecentEvents,crm.contentCal,Recent Events,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.efTimestamp,crm.contentCal,Timestamp,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.efEventType,crm.contentCal,Event Type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.efPayload,crm.contentCal,Payload,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licDesc,crm.contentCal,Check and manage your license.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ihub.licStatus,crm.contentCal,Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
